num; time; angle; duration; errorX; errorY 
1;611;0.9462801880410961;400;-0.10738166522644699;-0.10392839468458359
2;522;0.883125434955673;400;-0.053480544033801425;0.18770419633675717
3;485;0.8734492257851104;400;-0.29795687148614347;0.04316977113363929
4;560;0.5657321608935948;400;-0.2620661007963504;0.09028942697432818
5;522;0.8122156436001424;400;-0.05596918379971143;-0.0007823440194404119
6;677;0.2529908819171681;400;0.09573317932558648;0.02134502981474984
7;673;0.8489361189915212;400;0.03560074494305121;0.04614027361211093
8;1014;1.2236921946773545;400;-0.21737082677219932;0.16063621624783125
9;508;0.12053319435542326;400;-0.17583889373384226;0.15001786658551908
10;670;1.415588266513024;400;-0.07666369830916892;0.38931056190354746
