num; time; angle; duration; errorX; errorY 
1;1577;1;193.7855042879105;-0.5708217342846478;1.4233810142137933
2;738;1;533.7146969365298;0.0317776789353903;0.036313917940894
3;825;1;261.5318920863267;-0.13050347556551456;0.3806768190469687
4;507;1;507.68968923162976;-0.05838232283935685;0.13598901247790773
5;753;1;348.8276228187318;-1.449715475091977;-1.6664069820362695
6;1889;1;22.523003239977555;-0.08204947456953227;0.16444293367400836
7;849;1;118.77237077937073;0.2319127564297216;-0.00572638511200807
8;788;1;51.49995745236917;-0.1297515463927632;0.15052783878410503
9;604;1;240.7708450774811;0.08865400287653624;0.298472068176021
10;771;1;189.25281457896816;0.03738564544054883;-0.1382309736985462
