num; time; angle; duration; errorX; errorY 
66;1121;0.11360994789571988;400;-0.1661906594262702;0.0011699990451088937
67;741;0.7517972873957764;400;0.16168467835982026;0.2636521483478992
68;430;0.5582920849016066;400;0.05599367086370499;-0.1869305438224686
69;807;1.54117740735668;400;0.33505581002315954;0.7827835947382331
70;547;0.783521594605976;400;-0.21989309915687466;-0.10973293326533765
71;917;0.5917860056265066;400;-0.103275072110112;0.0018147809032112994
72;584;0.35722798713174114;400;-0.057140049881883925;0.036050642915903874
73;767;0.2895039251862209;400;-0.10279922861646712;-0.0638262721281051
74;530;0.14588521037306681;400;0.4178664442945754;-0.02289445423526304
75;559;0.5843763172523728;400;-0.008190102607629424;-0.011985339425578001
76;605;1.439826328214849;400;-0.03531892204783915;0.15318492285074334
77;667;0.6615976950715555;400;0.06485286835155613;0.1671612770631758
78;599;1.1247225225518673;400;0.025677591693866186;0.2828425561528869
79;864;1.5396229443419656;400;-0.08791491614967029;-0.6686638425016973
80;618;1.445007413717878;400;-0.042510275947064524;-0.1576072277180276
81;705;0.18373859122872463;400;0.11963581969238835;0.18402277324313854
82;614;1.2415125179070459;400;-0.033226163458129454;0.010145192481277487
83;665;0.07748973584520716;400;0.10541885316498867;0.05154882801867866
84;679;1.4990480083480269;400;-0.021012962889696674;0.5167386670984293
85;623;0.39044549448317234;400;0.05227309741101343;0.20624361649356626
86;653;0.2149413155715287;400;-0.1854333366982595;-0.04878767726370903
87;438;0.14205325283498849;400;-0.05422144539919077;-0.013030824832312687
88;462;0.16520456472050668;400;-0.47721235136936513;0.10575905911427497
89;638;1.197222808504432;400;-0.17261914402360223;0.07605841998476848
90;793;0.5065525922192595;400;-0.00042050516067027033;0.025110218650935878
91;665;1.3611692857558801;400;-0.06075114936293006;0.15279315527803072
92;575;0.9571816213339217;400;-0.006169372890494129;0.2570165219401141
93;527;0.7961066234363069;400;-0.21938675629162818;-0.03850447604797902
94;513;1.1868729582216992;400;-0.07607643796393115;-0.009128916321014424
95;530;0.5381777910304648;400;-0.18385462578643536;0.17323995602933007
96;759;0.3685646299098285;400;0.021078039531391646;0.05916596450795136
97;630;1.0653006450655413;400;-0.021669847596686165;0.14262534463535148
98;717;0.11534876755880692;400;-0.008921544126130665;0.04267261110304804
99;622;0.23778956057304027;400;0.06041958690385528;0.0973327193227953
100;502;0.34227287349255603;400;0.0032852617354002245;0.010756441271385309
